inspection_id,timestamp,machine_id,product_code,units_inspected,units_passed,defect_type,inspector
QC-0593,2024-01-07 10:00:00,MACH-005,Part-Beta,62,8,None,Manual-QC2
QC-0594,2024-01-07 10:15:00,MACH-003,Part-Beta,73,78,None,Auto-Vision
QC-0595,2024-01-07 10:30:00,MACH-002,Part-Delta,34,7,Material Defect,Manual-QC1
QC-0596,2024-01-07 10:45:00,MACH-005,Part-Delta,84,44,None,Manual-QC1
QC-0597,2024-01-07 11:00:00,MACH-001,Part-Delta,42,90,None,Manual-QC2
QC-0598,2024-01-07 11:15:00,MACH-001,Part-Delta,85,32,None,Manual-QC2
QC-0599,2024-01-07 11:30:00,MACH-002,Part-Beta,92,82,None,Auto-Vision
QC-0600,2024-01-07 11:45:00,MACH-002,Part-Beta,15,37,None,Auto-Vision
QC-0601,2024-01-07 12:00:00,MACH-001,Part-Delta,27,35,None,Manual-QC1
QC-0602,2024-01-07 12:15:00,MACH-005,Part-Alpha,93,34,None,Manual-QC2
QC-0603,2024-01-07 12:30:00,MACH-001,Part-Delta,23,3,Surface Scratch,Manual-QC1
QC-0604,2024-01-07 12:45:00,MACH-001,Part-Gamma,51,60,None,Manual-QC1
QC-0605,2024-01-07 13:00:00,MACH-003,Part-Delta,94,33,None,Manual-QC2
QC-0606,2024-01-07 13:15:00,MACH-004,Part-Gamma,34,93,None,Manual-QC2
QC-0607,2024-01-07 13:30:00,MACH-004,Part-Gamma,65,14,None,Manual-QC1
QC-0608,2024-01-07 13:45:00,MACH-004,Part-Beta,17,7,Dimensional,Manual-QC2
QC-0609,2024-01-07 14:00:00,MACH-003,Part-Beta,62,22,None,Manual-QC1
QC-0610,2024-01-07 14:15:00,MACH-003,Part-Beta,64,9,None,Manual-QC1
QC-0611,2024-01-07 14:30:00,MACH-005,Part-Alpha,85,66,None,Manual-QC1
QC-0612,2024-01-07 14:45:00,MACH-002,Part-Delta,35,96,None,Manual-QC1
QC-0613,2024-01-07 15:00:00,MACH-004,Part-Gamma,30,69,None,Auto-Vision
QC-0614,2024-01-07 15:15:00,MACH-002,Part-Alpha,40,90,None,Manual-QC1
QC-0615,2024-01-07 15:30:00,MACH-005,Part-Beta,24,42,None,Manual-QC2
QC-0616,2024-01-07 15:45:00,MACH-003,Part-Alpha,44,92,None,Manual-QC2
QC-0617,2024-01-07 16:00:00,MACH-004,Part-Alpha,18,80,None,Auto-Vision
QC-0618,2024-01-07 16:15:00,MACH-003,Part-Gamma,41,93,None,Manual-QC2
QC-0619,2024-01-07 16:30:00,MACH-005,Part-Beta,90,71,None,Manual-QC2
QC-0620,2024-01-07 16:45:00,MACH-001,Part-Gamma,98,7,Assembly Error,Manual-QC2
QC-0621,2024-01-07 17:00:00,MACH-004,Part-Beta,33,21,None,Manual-QC2
QC-0622,2024-01-07 17:15:00,MACH-004,Part-Gamma,99,42,None,Manual-QC2
QC-0623,2024-01-07 17:30:00,MACH-004,Part-Gamma,22,56,None,Manual-QC1
QC-0624,2024-01-07 17:45:00,MACH-002,Part-Gamma,15,51,None,Manual-QC1
QC-0625,2024-01-07 18:00:00,MACH-002,Part-Gamma,73,37,None,Manual-QC1
QC-0626,2024-01-07 18:15:00,MACH-001,Part-Alpha,23,80,None,Auto-Vision
QC-0627,2024-01-07 18:30:00,MACH-001,Part-Beta,69,60,None,Manual-QC2
QC-0628,2024-01-07 18:45:00,MACH-001,Part-Alpha,97,78,None,Manual-QC1
QC-0629,2024-01-07 19:00:00,MACH-002,Part-Beta,37,55,None,Auto-Vision
QC-0630,2024-01-07 19:15:00,MACH-001,Part-Delta,25,3,Assembly Error,Auto-Vision
QC-0631,2024-01-07 19:30:00,MACH-002,Part-Alpha,21,7,Material Defect,Manual-QC2
QC-0632,2024-01-07 19:45:00,MACH-002,Part-Alpha,70,96,None,Manual-QC1
QC-0633,2024-01-07 20:00:00,MACH-001,Part-Delta,37,60,None,Manual-QC1
QC-0634,2024-01-07 20:15:00,MACH-005,Part-Beta,83,3,Dimensional,Manual-QC1
QC-0635,2024-01-07 20:30:00,MACH-003,Part-Delta,81,97,None,Auto-Vision
QC-0636,2024-01-07 20:45:00,MACH-001,Part-Alpha,95,3,Surface Scratch,Auto-Vision
QC-0637,2024-01-07 21:00:00,MACH-002,Part-Alpha,32,33,None,Auto-Vision
QC-0638,2024-01-07 21:15:00,MACH-003,Part-Delta,17,92,None,Manual-QC1
QC-0639,2024-01-07 21:30:00,MACH-002,Part-Alpha,25,100,None,Manual-QC2
QC-0640,2024-01-07 21:45:00,MACH-003,Part-Delta,29,96,None,Auto-Vision
QC-0641,2024-01-07 22:00:00,MACH-002,Part-Delta,58,8,None,Auto-Vision
QC-0642,2024-01-07 22:15:00,MACH-005,Part-Beta,97,61,None,Auto-Vision
QC-0643,2024-01-07 22:30:00,MACH-002,Part-Beta,19,2,Assembly Error,Auto-Vision
QC-0644,2024-01-07 22:45:00,MACH-002,Part-Gamma,76,99,None,Manual-QC2
QC-0645,2024-01-07 23:00:00,MACH-005,Part-Gamma,67,28,None,Manual-QC2
QC-0646,2024-01-07 23:15:00,MACH-005,Part-Beta,67,62,None,Auto-Vision
QC-0647,2024-01-07 23:30:00,MACH-004,Part-Gamma,50,41,None,Manual-QC2
QC-0648,2024-01-07 23:45:00,MACH-001,Part-Beta,61,45,None,Manual-QC1
QC-0649,2024-01-08 00:00:00,MACH-004,Part-Alpha,84,22,None,Manual-QC2
QC-0650,2024-01-08 00:15:00,MACH-001,Part-Beta,99,76,None,Auto-Vision
QC-0651,2024-01-08 00:30:00,MACH-004,Part-Beta,16,74,None,Auto-Vision
QC-0652,2024-01-08 00:45:00,MACH-002,Part-Beta,40,14,None,Manual-QC2
QC-0653,2024-01-08 01:00:00,MACH-005,Part-Alpha,40,76,None,Manual-QC2
QC-0654,2024-01-08 01:15:00,MACH-005,Part-Alpha,43,3,Material Defect,Manual-QC2
QC-0655,2024-01-08 01:30:00,MACH-002,Part-Alpha,64,70,None,Auto-Vision
QC-0656,2024-01-08 01:45:00,MACH-002,Part-Alpha,76,26,None,Manual-QC2
QC-0657,2024-01-08 02:00:00,MACH-004,Part-Alpha,51,66,None,Auto-Vision
QC-0658,2024-01-08 02:15:00,MACH-003,Part-Alpha,14,9,None,Auto-Vision
QC-0659,2024-01-08 02:30:00,MACH-001,Part-Alpha,20,49,None,Auto-Vision
QC-0660,2024-01-08 02:45:00,MACH-005,Part-Alpha,20,96,None,Auto-Vision
QC-0661,2024-01-08 03:00:00,MACH-001,Part-Delta,78,90,None,Manual-QC1
QC-0662,2024-01-08 03:15:00,MACH-005,Part-Alpha,29,3,Material Defect,Manual-QC1
QC-0663,2024-01-08 03:30:00,MACH-005,Part-Gamma,47,41,None,Auto-Vision
QC-0664,2024-01-08 03:45:00,MACH-002,Part-Delta,46,4,Dimensional,Auto-Vision
QC-0665,2024-01-08 04:00:00,MACH-003,Part-Alpha,50,56,None,Manual-QC1
QC-0666,2024-01-08 04:15:00,MACH-004,Part-Delta,13,1,Dimensional,Auto-Vision
QC-0667,2024-01-08 04:30:00,MACH-002,Part-Delta,54,89,None,Manual-QC1
QC-0668,2024-01-08 04:45:00,MACH-005,Part-Gamma,77,2,Assembly Error,Manual-QC1
QC-0669,2024-01-08 05:00:00,MACH-002,Part-Delta,29,42,None,Manual-QC2
QC-0670,2024-01-08 05:15:00,MACH-003,Part-Gamma,94,14,None,Manual-QC1
QC-0671,2024-01-08 05:30:00,MACH-002,Part-Delta,15,78,None,Manual-QC2
QC-0672,2024-01-08 05:45:00,MACH-004,Part-Alpha,62,2,Surface Scratch,Manual-QC1
QC-0673,2024-01-08 06:00:00,MACH-005,Part-Delta,89,53,None,Auto-Vision
QC-0674,2024-01-08 06:15:00,MACH-005,Part-Beta,26,16,None,Auto-Vision
QC-0675,2024-01-08 06:30:00,MACH-001,Part-Alpha,60,40,None,Manual-QC2
QC-0676,2024-01-08 06:45:00,MACH-005,Part-Alpha,43,88,None,Manual-QC2
QC-0677,2024-01-08 07:00:00,MACH-002,Part-Delta,73,39,None,Manual-QC2
QC-0678,2024-01-08 07:15:00,MACH-002,Part-Alpha,61,42,None,Auto-Vision
QC-0679,2024-01-08 07:30:00,MACH-001,Part-Beta,99,59,None,Manual-QC2
QC-0680,2024-01-08 07:45:00,MACH-002,Part-Gamma,62,46,None,Auto-Vision
QC-0681,2024-01-08 08:00:00,MACH-004,Part-Beta,57,6,Assembly Error,Auto-Vision
QC-0682,2024-01-08 08:15:00,MACH-003,Part-Alpha,69,7,Dimensional,Manual-QC1
QC-0683,2024-01-08 08:30:00,MACH-004,Part-Beta,55,55,None,Manual-QC1
QC-0684,2024-01-08 08:45:00,MACH-001,Part-Beta,61,37,None,Manual-QC2
QC-0685,2024-01-08 09:00:00,MACH-003,Part-Beta,47,32,None,Manual-QC2
QC-0686,2024-01-08 09:15:00,MACH-001,Part-Delta,58,3,Assembly Error,Manual-QC1
QC-0687,2024-01-08 09:30:00,MACH-005,Part-Alpha,38,21,None,Manual-QC1
QC-0688,2024-01-08 09:45:00,MACH-005,Part-Beta,45,50,None,Manual-QC2
QC-0689,2024-01-08 10:00:00,MACH-004,Part-Alpha,96,96,None,Manual-QC1
QC-0690,2024-01-08 10:15:00,MACH-001,Part-Gamma,40,2,Surface Scratch,Auto-Vision
QC-0691,2024-01-08 10:30:00,MACH-003,Part-Beta,77,40,None,Manual-QC2
QC-0692,2024-01-08 10:45:00,MACH-001,Part-Delta,38,26,None,Auto-Vision
QC-0693,2024-01-08 11:00:00,MACH-005,Part-Delta,77,4,Dimensional,Manual-QC2
QC-0694,2024-01-08 11:15:00,MACH-002,Part-Beta,85,1,Surface Scratch,Manual-QC1
QC-0695,2024-01-08 11:30:00,MACH-004,Part-Gamma,38,13,None,Manual-QC1
QC-0696,2024-01-08 11:45:00,MACH-001,Part-Alpha,88,72,None,Manual-QC1
QC-0697,2024-01-08 12:00:00,MACH-003,Part-Delta,22,67,None,Manual-QC2
QC-0698,2024-01-08 12:15:00,MACH-005,Part-Alpha,11,31,None,Auto-Vision
QC-0699,2024-01-08 12:30:00,MACH-001,Part-Alpha,52,61,None,Auto-Vision
QC-0700,2024-01-08 12:45:00,MACH-005,Part-Alpha,41,96,None,Manual-QC1
QC-0701,2024-01-08 13:00:00,MACH-004,Part-Gamma,46,84,None,Auto-Vision
QC-0702,2024-01-08 13:15:00,MACH-004,Part-Alpha,89,95,None,Auto-Vision
QC-0703,2024-01-08 13:30:00,MACH-005,Part-Gamma,27,15,None,Auto-Vision
QC-0704,2024-01-08 13:45:00,MACH-001,Part-Alpha,77,89,None,Manual-QC2
QC-0705,2024-01-08 14:00:00,MACH-005,Part-Gamma,38,37,None,Manual-QC1
QC-0706,2024-01-08 14:15:00,MACH-003,Part-Alpha,85,25,None,Manual-QC1
QC-0707,2024-01-08 14:30:00,MACH-002,Part-Beta,87,85,None,Manual-QC2
QC-0708,2024-01-08 14:45:00,MACH-002,Part-Delta,45,50,None,Manual-QC1
QC-0709,2024-01-08 15:00:00,MACH-001,Part-Gamma,14,97,None,Manual-QC2
QC-0710,2024-01-08 15:15:00,MACH-003,Part-Beta,76,76,None,Manual-QC1
QC-0711,2024-01-08 15:30:00,MACH-001,Part-Gamma,90,10,None,Manual-QC1
QC-0712,2024-01-08 15:45:00,MACH-004,Part-Delta,65,13,None,Manual-QC2
QC-0713,2024-01-08 16:00:00,MACH-001,Part-Beta,64,10,None,Auto-Vision
QC-0714,2024-01-08 16:15:00,MACH-001,Part-Beta,56,57,None,Manual-QC1
QC-0715,2024-01-08 16:30:00,MACH-001,Part-Alpha,59,27,None,Manual-QC2
QC-0716,2024-01-08 16:45:00,MACH-003,Part-Beta,22,30,None,Auto-Vision
QC-0717,2024-01-08 17:00:00,MACH-003,Part-Gamma,16,63,None,Manual-QC2
QC-0718,2024-01-08 17:15:00,MACH-004,Part-Alpha,72,88,None,Manual-QC1
QC-0719,2024-01-08 17:30:00,MACH-005,Part-Beta,89,34,None,Manual-QC2
QC-0720,2024-01-08 17:45:00,MACH-003,Part-Alpha,24,38,None,Manual-QC1
QC-0721,2024-01-08 18:00:00,MACH-001,Part-Delta,34,51,None,Manual-QC1
QC-0722,2024-01-08 18:15:00,MACH-005,Part-Beta,62,13,None,Auto-Vision
QC-0723,2024-01-08 18:30:00,MACH-003,Part-Alpha,16,21,None,Manual-QC2
QC-0724,2024-01-08 18:45:00,MACH-001,Part-Alpha,74,55,None,Manual-QC2
QC-0725,2024-01-08 19:00:00,MACH-001,Part-Gamma,46,81,None,Auto-Vision
QC-0726,2024-01-08 19:15:00,MACH-004,Part-Gamma,84,29,None,Manual-QC1
QC-0727,2024-01-08 19:30:00,MACH-005,Part-Delta,89,81,None,Manual-QC1
QC-0728,2024-01-08 19:45:00,MACH-003,Part-Delta,21,74,None,Manual-QC1
QC-0729,2024-01-08 20:00:00,MACH-003,Part-Delta,91,80,None,Auto-Vision
QC-0730,2024-01-08 20:15:00,MACH-005,Part-Alpha,47,10,None,Manual-QC2
QC-0731,2024-01-08 20:30:00,MACH-005,Part-Beta,32,32,None,Auto-Vision
QC-0732,2024-01-08 20:45:00,MACH-002,Part-Gamma,28,63,None,Manual-QC1
QC-0733,2024-01-08 21:00:00,MACH-001,Part-Delta,89,97,None,Auto-Vision
QC-0734,2024-01-08 21:15:00,MACH-004,Part-Beta,60,89,None,Auto-Vision
QC-0735,2024-01-08 21:30:00,MACH-004,Part-Alpha,92,64,None,Auto-Vision
QC-0736,2024-01-08 21:45:00,MACH-003,Part-Beta,76,85,None,Auto-Vision
QC-0737,2024-01-08 22:00:00,MACH-005,Part-Gamma,93,39,None,Manual-QC2
QC-0738,2024-01-08 22:15:00,MACH-005,Part-Alpha,46,8,None,Manual-QC1
QC-0739,2024-01-08 22:30:00,MACH-001,Part-Beta,98,80,None,Manual-QC2
QC-0740,2024-01-08 22:45:00,MACH-001,Part-Beta,61,83,None,Manual-QC1
QC-0741,2024-01-08 23:00:00,MACH-002,Part-Delta,94,42,None,Auto-Vision
QC-0742,2024-01-08 23:15:00,MACH-004,Part-Delta,54,60,None,Manual-QC2
QC-0743,2024-01-08 23:30:00,MACH-002,Part-Alpha,81,4,Assembly Error,Auto-Vision
QC-0744,2024-01-08 23:45:00,MACH-002,Part-Beta,77,48,None,Manual-QC2
QC-0745,2024-01-09 00:00:00,MACH-001,Part-Gamma,34,42,None,Manual-QC1
QC-0746,2024-01-09 00:15:00,MACH-002,Part-Gamma,75,42,None,Manual-QC2
QC-0747,2024-01-09 00:30:00,MACH-001,Part-Beta,71,36,None,Auto-Vision
QC-0748,2024-01-09 00:45:00,MACH-005,Part-Delta,86,4,Assembly Error,Auto-Vision
QC-0749,2024-01-09 01:00:00,MACH-001,Part-Delta,74,33,None,Auto-Vision
QC-0750,2024-01-09 01:15:00,MACH-002,Part-Gamma,13,1,Dimensional,Manual-QC1
QC-0751,2024-01-09 01:30:00,MACH-005,Part-Gamma,20,45,None,Manual-QC2
QC-0752,2024-01-09 01:45:00,MACH-003,Part-Alpha,68,60,None,Auto-Vision
QC-0753,2024-01-09 02:00:00,MACH-005,Part-Beta,84,64,None,Manual-QC2
QC-0754,2024-01-09 02:15:00,MACH-002,Part-Alpha,57,36,None,Manual-QC2
QC-0755,2024-01-09 02:30:00,MACH-001,Part-Delta,66,64,None,Manual-QC2
QC-0756,2024-01-09 02:45:00,MACH-002,Part-Alpha,67,25,None,Manual-QC2
QC-0757,2024-01-09 03:00:00,MACH-004,Part-Beta,86,25,None,Manual-QC1
QC-0758,2024-01-09 03:15:00,MACH-001,Part-Delta,90,7,Assembly Error,Manual-QC1
QC-0759,2024-01-09 03:30:00,MACH-002,Part-Alpha,43,10,None,Manual-QC1
QC-0760,2024-01-09 03:45:00,MACH-005,Part-Gamma,18,32,None,Auto-Vision
QC-0761,2024-01-09 04:00:00,MACH-002,Part-Alpha,26,48,None,Manual-QC1
QC-0762,2024-01-09 04:15:00,MACH-002,Part-Beta,54,59,None,Auto-Vision
QC-0763,2024-01-09 04:30:00,MACH-001,Part-Delta,11,34,None,Auto-Vision
QC-0764,2024-01-09 04:45:00,MACH-001,Part-Beta,10,56,None,Auto-Vision
QC-0765,2024-01-09 05:00:00,MACH-004,Part-Beta,75,93,None,Manual-QC1
QC-0766,2024-01-09 05:15:00,MACH-004,Part-Gamma,58,23,None,Auto-Vision
QC-0767,2024-01-09 05:30:00,MACH-001,Part-Gamma,49,41,None,Manual-QC2
QC-0768,2024-01-09 05:45:00,MACH-002,Part-Gamma,16,2,Assembly Error,Manual-QC1
QC-0769,2024-01-09 06:00:00,MACH-001,Part-Delta,45,44,None,Auto-Vision
QC-0770,2024-01-09 06:15:00,MACH-002,Part-Gamma,23,58,None,Manual-QC1
QC-0771,2024-01-09 06:30:00,MACH-002,Part-Delta,73,93,None,Manual-QC2
QC-0772,2024-01-09 06:45:00,MACH-002,Part-Alpha,11,28,None,Manual-QC2
QC-0773,2024-01-09 07:00:00,MACH-004,Part-Beta,23,6,Surface Scratch,Manual-QC1
QC-0774,2024-01-09 07:15:00,MACH-004,Part-Beta,83,77,None,Manual-QC1
QC-0775,2024-01-09 07:30:00,MACH-004,Part-Delta,39,62,None,Auto-Vision
QC-0776,2024-01-09 07:45:00,MACH-005,Part-Beta,24,73,None,Auto-Vision
QC-0777,2024-01-09 08:00:00,MACH-003,Part-Delta,13,51,None,Auto-Vision
QC-0778,2024-01-09 08:15:00,MACH-004,Part-Alpha,73,97,None,Manual-QC2
QC-0779,2024-01-09 08:30:00,MACH-004,Part-Delta,97,23,None,Manual-QC1
QC-0780,2024-01-09 08:45:00,MACH-001,Part-Delta,73,38,None,Manual-QC1
QC-0781,2024-01-09 09:00:00,MACH-002,Part-Alpha,56,8,None,Manual-QC1
QC-0782,2024-01-09 09:15:00,MACH-001,Part-Beta,33,36,None,Manual-QC2
QC-0783,2024-01-09 09:30:00,MACH-002,Part-Alpha,60,94,None,Manual-QC2
QC-0784,2024-01-09 09:45:00,MACH-003,Part-Delta,23,95,None,Manual-QC1
QC-0785,2024-01-09 10:00:00,MACH-002,Part-Alpha,76,91,None,Auto-Vision
QC-0786,2024-01-09 10:15:00,MACH-005,Part-Beta,51,5,Assembly Error,Manual-QC1
QC-0787,2024-01-09 10:30:00,MACH-001,Part-Gamma,40,63,None,Manual-QC2
QC-0788,2024-01-09 10:45:00,MACH-003,Part-Alpha,30,24,None,Auto-Vision
QC-0789,2024-01-09 11:00:00,MACH-001,Part-Beta,94,77,None,Manual-QC1
QC-0790,2024-01-09 11:15:00,MACH-005,Part-Gamma,74,45,None,Manual-QC2
QC-0791,2024-01-09 11:30:00,MACH-005,Part-Gamma,88,73,None,Manual-QC2
QC-0792,2024-01-09 11:45:00,MACH-001,Part-Gamma,54,65,None,Manual-QC2
QC-0793,2024-01-09 12:00:00,MACH-004,Part-Alpha,98,91,None,Manual-QC1
QC-0794,2024-01-09 12:15:00,MACH-002,Part-Beta,79,4,Assembly Error,Manual-QC1
QC-0795,2024-01-09 12:30:00,MACH-005,Part-Beta,13,86,None,Manual-QC1
QC-0796,2024-01-09 12:45:00,MACH-001,Part-Alpha,90,92,None,Manual-QC1
QC-0797,2024-01-09 13:00:00,MACH-005,Part-Delta,59,77,None,Auto-Vision
QC-0798,2024-01-09 13:15:00,MACH-005,Part-Delta,74,71,None,Manual-QC2
QC-0799,2024-01-09 13:30:00,MACH-002,Part-Gamma,76,81,None,Auto-Vision
QC-0800,2024-01-09 13:45:00,MACH-001,Part-Gamma,97,75,None,Auto-Vision
