timestamp,machine_id,production_line,temperature_C,vibration_mm_s,pressure_bar,status,fault_type
2024-01-03 14:10:00,MACH-003,Line-A,93.21,1.79,109.11,Warning,Overheating
2024-01-03 14:15:00,MACH-003,Line-A,84.43,0.953,98.43,Running,
2024-01-03 14:20:00,MACH-001,Line-B,96.16,1.602,90.89,Idle,
2024-01-03 14:25:00,MACH-001,Line-C,93.07,2.126,87.63,Fault,
2024-01-03 14:30:00,MACH-004,Line-A,60.75,0.463,94.9,Running,
2024-01-03 14:35:00,MACH-004,Line-B,83.4,2.588,92.67,Warning,
2024-01-03 14:40:00,MACH-005,Line-B,81.07,0.519,87.34,Running,
2024-01-03 14:45:00,MACH-002,Line-C,85.42,1.678,86.14,Idle,
2024-01-03 14:50:00,MACH-005,Line-A,83.98,1.486,108.14,Idle,
2024-01-03 14:55:00,MACH-001,Line-A,73.51,0.975,96.19,Running,
2024-01-03 15:00:00,MACH-004,Line-B,65.81,0.666,109.06,Running,
2024-01-03 15:05:00,MACH-001,Line-A,82.73,-0.191,104.94,Running,
2024-01-03 15:10:00,MACH-002,Line-B,63.69,0.204,86.42,Running,
2024-01-03 15:15:00,MACH-004,Line-B,84.09,1.47,113.62,Fault,
2024-01-03 15:20:00,MACH-005,Line-C,84.35,0.403,101.33,Running,
2024-01-03 15:25:00,MACH-005,Line-C,90.41,1.436,116.82,Warning,Vibration Spike
2024-01-03 15:30:00,MACH-003,Line-C,71.4,0.662,100.21,Running,
2024-01-03 15:35:00,MACH-001,Line-C,65.16,0.341,90.52,Running,
2024-01-03 15:40:00,MACH-005,Line-A,106.72,1.684,90.41,Fault,Motor Fault
2024-01-03 15:45:00,MACH-004,Line-C,91.06,0.263,97.96,Running,
2024-01-03 15:50:00,MACH-003,Line-C,92.74,1.83,105.25,Fault,
2024-01-03 15:55:00,MACH-001,Line-C,71.88,0.872,121.72,Running,
2024-01-03 16:00:00,MACH-005,Line-C,71.16,0.352,95.24,Running,
2024-01-03 16:05:00,MACH-004,Line-C,70.97,0.655,118.06,Running,
2024-01-03 16:10:00,MACH-004,Line-C,96.26,1.694,99.14,Idle,
2024-01-03 16:15:00,MACH-003,Line-B,73.39,0.585,101.75,Running,
2024-01-03 16:20:00,MACH-005,Line-C,69.88,0.402,99.46,Running,
2024-01-03 16:25:00,MACH-004,Line-C,102.92,2.246,101.58,Warning,
2024-01-03 16:30:00,MACH-001,Line-A,94.46,1.693,99.92,Idle,
2024-01-03 16:35:00,MACH-003,Line-C,92.56,1.687,114.74,Fault,Vibration Spike
2024-01-03 16:40:00,MACH-001,Line-B,75.82,0.18,88.38,Running,
2024-01-03 16:45:00,MACH-002,Line-C,102.2,1.996,107.53,Fault,Motor Fault
2024-01-03 16:50:00,MACH-003,Line-C,102.43,2.155,115.28,Idle,
2024-01-03 16:55:00,MACH-003,Line-A,67.69,0.14,95.8,Running,
2024-01-03 17:00:00,MACH-001,Line-A,67.81,0.368,95.97,Running,
2024-01-03 17:05:00,MACH-003,Line-C,74.01,0.131,107.52,Running,
2024-01-03 17:10:00,MACH-002,Line-C,79.47,0.88,99.91,Running,
2024-01-03 17:15:00,MACH-005,Line-C,78.95,0.914,81.34,Running,
2024-01-03 17:20:00,MACH-004,Line-C,88.69,1.724,104.15,Idle,
2024-01-03 17:25:00,MACH-005,Line-A,96.49,1.521,111.66,Warning,
2024-01-03 17:30:00,MACH-001,Line-C,62.45,0.061,95.48,Running,
2024-01-03 17:35:00,MACH-003,Line-B,102.97,1.466,93.48,Idle,
2024-01-03 17:40:00,MACH-003,Line-B,101.01,1.807,102.92,Warning,Low Pressure
2024-01-03 17:45:00,MACH-003,Line-B,87.92,0.824,112.14,Running,
2024-01-03 17:50:00,MACH-004,Line-A,96.43,1.458,111.16,Warning,
2024-01-03 17:55:00,MACH-003,Line-C,82.28,0.654,95.83,Running,
2024-01-03 18:00:00,MACH-001,Line-C,96.38,1.827,97.48,Idle,
2024-01-03 18:05:00,MACH-005,Line-B,94.91,1.819,102.66,Warning,
2024-01-03 18:10:00,MACH-005,Line-C,92.42,1.66,83.55,Fault,
2024-01-03 18:15:00,MACH-003,Line-B,85.54,0.15,102.63,Running,
2024-01-03 18:20:00,MACH-003,Line-A,86.9,1.303,104.8,Fault,Overheating
2024-01-03 18:25:00,MACH-005,Line-C,64.65,0.322,102.08,Running,
2024-01-03 18:30:00,MACH-002,Line-A,92.86,1.095,116.39,Idle,
2024-01-03 18:35:00,MACH-001,Line-A,78.4,0.439,102.16,Running,
2024-01-03 18:40:00,MACH-005,Line-C,61.35,0.934,102.1,Running,
2024-01-03 18:45:00,MACH-003,Line-B,73.45,0.396,88.37,Running,
2024-01-03 18:50:00,MACH-003,Line-A,87.97,1.676,90.38,Fault,
2024-01-03 18:55:00,MACH-005,Line-C,82.36,0.034,115.29,Running,
2024-01-03 19:00:00,MACH-004,Line-A,78.02,0.248,105.53,Running,
2024-01-03 19:05:00,MACH-005,Line-C,58.88,0.298,102.67,Running,
2024-01-03 19:10:00,MACH-003,Line-C,77.75,0.642,85.23,Running,
2024-01-03 19:15:00,MACH-002,Line-B,86.18,1.736,88.74,Warning,
2024-01-03 19:20:00,MACH-004,Line-A,65.28,0.266,93.67,Running,
2024-01-03 19:25:00,MACH-005,Line-C,98.18,2.038,108.98,Fault,Low Pressure
2024-01-03 19:30:00,MACH-002,Line-C,84.08,1.087,89.86,Running,
2024-01-03 19:35:00,MACH-001,Line-A,94.15,1.723,81.62,Idle,
2024-01-03 19:40:00,MACH-002,Line-C,111.06,1.773,109.02,Warning,
2024-01-03 19:45:00,MACH-002,Line-A,108.23,1.543,91.64,Fault,Low Pressure
2024-01-03 19:50:00,MACH-003,Line-A,90.13,1.683,96.39,Warning,
2024-01-03 19:55:00,MACH-005,Line-A,97.53,1.989,87.91,Fault,
2024-01-03 20:00:00,MACH-004,Line-B,108.58,1.928,95.0,Fault,
2024-01-03 20:05:00,MACH-002,Line-C,94.92,2.099,81.16,Fault,
2024-01-03 20:10:00,MACH-004,Line-B,93.36,1.865,92.91,Fault,
2024-01-03 20:15:00,MACH-004,Line-C,73.92,0.082,91.27,Running,
2024-01-03 20:20:00,MACH-005,Line-A,69.53,0.604,102.18,Running,
2024-01-03 20:25:00,MACH-003,Line-C,77.53,1.637,103.51,Fault,
2024-01-03 20:30:00,MACH-001,Line-B,95.71,1.824,91.39,Fault,
2024-01-03 20:35:00,MACH-004,Line-C,64.92,0.748,106.54,Running,
2024-01-03 20:40:00,MACH-003,Line-C,80.15,0.251,94.67,Running,
2024-01-03 20:45:00,MACH-004,Line-B,79.8,0.051,109.08,Running,
2024-01-03 20:50:00,MACH-002,Line-C,66.43,0.375,113.1,Running,
2024-01-03 20:55:00,MACH-004,Line-A,94.24,2.187,115.23,Idle,
2024-01-03 21:00:00,MACH-002,Line-C,102.7,2.011,104.04,Warning,Low Pressure
2024-01-03 21:05:00,MACH-001,Line-A,61.0,0.173,109.12,Running,
2024-01-03 21:10:00,MACH-002,Line-A,92.33,1.843,100.72,Warning,
2024-01-03 21:15:00,MACH-004,Line-C,98.22,1.663,93.17,Warning,
2024-01-03 21:20:00,MACH-001,Line-C,69.53,0.251,104.37,Running,
2024-01-03 21:25:00,MACH-003,Line-C,86.17,0.897,102.84,Running,
2024-01-03 21:30:00,MACH-002,Line-A,91.53,1.548,84.68,Fault,Low Pressure
2024-01-03 21:35:00,MACH-003,Line-A,76.96,1.652,91.07,Warning,
2024-01-03 21:40:00,MACH-005,Line-C,74.75,0.387,106.9,Running,
2024-01-03 21:45:00,MACH-005,Line-A,78.51,0.183,115.04,Running,
2024-01-03 21:50:00,MACH-005,Line-C,67.19,0.586,106.2,Running,
2024-01-03 21:55:00,MACH-001,Line-A,95.15,1.527,99.82,Fault,Vibration Spike
2024-01-03 22:00:00,MACH-005,Line-B,85.43,0.114,86.28,Running,
2024-01-03 22:05:00,MACH-005,Line-B,89.42,1.836,74.53,Warning,Motor Fault
2024-01-03 22:10:00,MACH-004,Line-A,88.86,1.826,86.95,Fault,Overheating
2024-01-03 22:15:00,MACH-002,Line-C,84.48,0.261,104.88,Running,
2024-01-03 22:20:00,MACH-001,Line-B,97.98,1.603,112.48,Idle,
2024-01-03 22:25:00,MACH-001,Line-C,101.61,1.523,101.37,Fault,Low Pressure
2024-01-03 22:30:00,MACH-003,Line-A,86.46,0.352,109.92,Running,
2024-01-03 22:35:00,MACH-002,Line-A,89.96,1.812,107.84,Idle,
2024-01-03 22:40:00,MACH-002,Line-A,78.87,0.259,100.91,Running,
2024-01-03 22:45:00,MACH-004,Line-A,91.02,1.833,87.56,Fault,Overheating
2024-01-03 22:50:00,MACH-004,Line-B,68.24,0.26,121.23,Running,
2024-01-03 22:55:00,MACH-004,Line-B,73.43,1.165,97.82,Running,
2024-01-03 23:00:00,MACH-004,Line-C,75.0,0.343,89.65,Running,
2024-01-03 23:05:00,MACH-001,Line-A,93.65,1.441,109.43,Fault,
2024-01-03 23:10:00,MACH-004,Line-A,72.16,0.184,99.43,Running,
2024-01-03 23:15:00,MACH-004,Line-B,93.86,1.611,112.26,Fault,Vibration Spike
2024-01-03 23:20:00,MACH-002,Line-B,95.73,2.138,92.76,Fault,Sensor Error
2024-01-03 23:25:00,MACH-004,Line-B,70.02,0.062,108.13,Running,
2024-01-03 23:30:00,MACH-004,Line-A,65.08,0.619,115.09,Running,
2024-01-03 23:35:00,MACH-003,Line-A,73.42,-0.056,93.29,Running,
2024-01-03 23:40:00,MACH-002,Line-C,103.54,2.238,105.24,Idle,
2024-01-03 23:45:00,MACH-005,Line-C,103.43,1.856,91.76,Fault,
2024-01-03 23:50:00,MACH-005,Line-B,65.16,0.774,117.05,Running,
2024-01-03 23:55:00,MACH-001,Line-C,100.4,1.783,109.43,Warning,
2024-01-04 00:00:00,MACH-003,Line-A,79.04,0.519,117.27,Running,
2024-01-04 00:05:00,MACH-005,Line-B,79.79,2.038,115.49,Fault,
2024-01-04 00:10:00,MACH-003,Line-C,81.22,1.766,96.18,Idle,
2024-01-04 00:15:00,MACH-003,Line-B,96.06,2.09,89.47,Warning,Low Pressure
2024-01-04 00:20:00,MACH-004,Line-B,88.8,1.602,103.39,Idle,
2024-01-04 00:25:00,MACH-002,Line-B,73.21,0.398,107.58,Running,
2024-01-04 00:30:00,MACH-005,Line-C,81.75,2.183,104.57,Idle,
2024-01-04 00:35:00,MACH-005,Line-A,76.45,1.636,103.28,Fault,
2024-01-04 00:40:00,MACH-002,Line-A,95.59,2.027,99.36,Idle,
2024-01-04 00:45:00,MACH-002,Line-B,81.69,2.382,113.28,Warning,Vibration Spike
2024-01-04 00:50:00,MACH-005,Line-B,82.94,0.55,100.39,Running,
2024-01-04 00:55:00,MACH-005,Line-B,71.68,1.1,111.7,Running,
2024-01-04 01:00:00,MACH-003,Line-A,75.11,0.745,96.28,Running,
2024-01-04 01:05:00,MACH-001,Line-B,71.97,0.192,83.01,Running,
2024-01-04 01:10:00,MACH-004,Line-C,104.26,1.649,116.09,Warning,
2024-01-04 01:15:00,MACH-002,Line-C,109.62,1.32,104.48,Fault,
2024-01-04 01:20:00,MACH-004,Line-B,92.29,2.058,82.48,Fault,
2024-01-04 01:25:00,MACH-003,Line-A,71.43,0.351,103.05,Running,
2024-01-04 01:30:00,MACH-001,Line-B,89.99,2.081,122.56,Fault,Low Pressure
2024-01-04 01:35:00,MACH-003,Line-C,75.94,0.553,82.2,Running,
2024-01-04 01:40:00,MACH-002,Line-A,70.06,0.442,107.91,Running,
2024-01-04 01:45:00,MACH-002,Line-B,89.21,1.776,90.09,Idle,
2024-01-04 01:50:00,MACH-002,Line-C,84.85,0.701,82.16,Running,
2024-01-04 01:55:00,MACH-003,Line-B,73.5,0.28,90.1,Running,
2024-01-04 02:00:00,MACH-004,Line-C,78.07,0.348,96.5,Running,
2024-01-04 02:05:00,MACH-004,Line-B,86.04,0.393,88.92,Running,
2024-01-04 02:10:00,MACH-001,Line-B,84.42,0.614,101.82,Running,
2024-01-04 02:15:00,MACH-002,Line-A,98.42,1.764,100.48,Idle,
2024-01-04 02:20:00,MACH-002,Line-B,67.69,0.511,93.24,Running,
2024-01-04 02:25:00,MACH-004,Line-A,108.28,1.869,91.35,Idle,
2024-01-04 02:30:00,MACH-001,Line-B,75.49,0.386,93.58,Running,
2024-01-04 02:35:00,MACH-004,Line-A,75.97,0.87,111.86,Running,
2024-01-04 02:40:00,MACH-004,Line-C,94.84,1.722,83.35,Warning,Motor Fault
2024-01-04 02:45:00,MACH-002,Line-B,98.35,1.692,92.14,Warning,
2024-01-04 02:50:00,MACH-002,Line-B,93.2,1.309,95.14,Idle,
2024-01-04 02:55:00,MACH-003,Line-C,73.75,0.437,102.51,Running,
2024-01-04 03:00:00,MACH-002,Line-C,75.75,0.819,117.71,Running,
2024-01-04 03:05:00,MACH-001,Line-C,96.35,1.888,100.16,Warning,Motor Fault
2024-01-04 03:10:00,MACH-004,Line-A,88.66,1.636,104.96,Idle,
2024-01-04 03:15:00,MACH-005,Line-C,77.5,1.427,85.66,Running,
2024-01-04 03:20:00,MACH-001,Line-B,72.15,0.637,95.36,Running,
2024-01-04 03:25:00,MACH-002,Line-B,74.14,1.025,97.97,Running,
2024-01-04 03:30:00,MACH-004,Line-A,99.29,2.23,96.62,Idle,
2024-01-04 03:35:00,MACH-004,Line-C,98.35,1.568,103.2,Idle,
2024-01-04 03:40:00,MACH-004,Line-C,65.85,0.347,94.98,Running,
2024-01-04 03:45:00,MACH-005,Line-B,83.05,0.658,102.43,Running,
2024-01-04 03:50:00,MACH-003,Line-A,81.74,1.948,83.75,Fault,
2024-01-04 03:55:00,MACH-005,Line-C,74.51,0.536,92.71,Running,
2024-01-04 04:00:00,MACH-001,Line-C,109.48,1.686,105.59,Idle,
2024-01-04 04:05:00,MACH-002,Line-A,106.27,1.611,112.85,Fault,Sensor Error
2024-01-04 04:10:00,MACH-001,Line-A,113.15,1.992,101.09,Fault,Vibration Spike
2024-01-04 04:15:00,MACH-004,Line-B,76.82,0.818,107.56,Running,
2024-01-04 04:20:00,MACH-004,Line-A,93.15,1.58,90.89,Fault,
2024-01-04 04:25:00,MACH-001,Line-A,83.13,0.115,80.95,Running,
2024-01-04 04:30:00,MACH-004,Line-B,104.49,1.943,109.6,Idle,
2024-01-04 04:35:00,MACH-001,Line-B,91.86,1.32,97.05,Fault,Sensor Error
2024-01-04 04:40:00,MACH-001,Line-A,78.51,0.467,98.09,Running,
2024-01-04 04:45:00,MACH-002,Line-C,85.27,1.141,89.66,Fault,Motor Fault
2024-01-04 04:50:00,MACH-005,Line-B,96.07,1.409,92.89,Warning,Vibration Spike
2024-01-04 04:55:00,MACH-001,Line-C,63.92,0.6,87.81,Running,
2024-01-04 05:00:00,MACH-003,Line-B,110.68,2.704,91.27,Idle,
2024-01-04 05:05:00,MACH-005,Line-C,77.61,0.674,91.47,Running,
2024-01-04 05:10:00,MACH-004,Line-C,92.36,1.999,90.7,Idle,
2024-01-04 05:15:00,MACH-003,Line-B,72.81,0.817,97.4,Running,
2024-01-04 05:20:00,MACH-001,Line-B,101.39,1.853,105.36,Idle,
2024-01-04 05:25:00,MACH-001,Line-B,75.44,0.708,99.32,Running,
2024-01-04 05:30:00,MACH-001,Line-C,102.88,1.196,87.03,Idle,
2024-01-04 05:35:00,MACH-002,Line-A,74.26,0.773,102.2,Running,
2024-01-04 05:40:00,MACH-003,Line-C,79.66,0.355,99.67,Running,
2024-01-04 05:45:00,MACH-004,Line-B,101.76,1.753,84.04,Fault,Motor Fault
2024-01-04 05:50:00,MACH-002,Line-C,96.52,1.678,98.27,Warning,
2024-01-04 05:55:00,MACH-004,Line-B,73.28,0.627,77.82,Running,
2024-01-04 06:00:00,MACH-003,Line-C,98.67,1.735,102.12,Warning,
2024-01-04 06:05:00,MACH-001,Line-B,81.83,1.85,90.33,Idle,
2024-01-04 06:10:00,MACH-005,Line-A,70.65,0.851,92.82,Running,
2024-01-04 06:15:00,MACH-001,Line-B,105.96,1.765,90.08,Idle,
2024-01-04 06:20:00,MACH-005,Line-B,102.18,1.971,101.28,Fault,
2024-01-04 06:25:00,MACH-001,Line-B,90.59,1.789,87.4,Warning,
2024-01-04 06:30:00,MACH-001,Line-A,83.66,1.986,100.86,Warning,
2024-01-04 06:35:00,MACH-004,Line-C,85.86,1.938,113.05,Warning,
2024-01-04 06:40:00,MACH-005,Line-C,75.3,0.736,86.25,Running,
2024-01-04 06:45:00,MACH-001,Line-B,80.17,0.351,90.75,Running,
2024-01-04 06:50:00,MACH-002,Line-B,68.46,0.863,100.75,Running,
2024-01-04 06:55:00,MACH-005,Line-A,90.17,1.855,102.4,Warning,
2024-01-04 07:00:00,MACH-002,Line-A,85.55,2.16,102.94,Idle,
2024-01-04 07:05:00,MACH-002,Line-A,91.88,2.177,86.4,Fault,Low Pressure
2024-01-04 07:10:00,MACH-003,Line-C,97.28,1.559,91.17,Idle,
2024-01-04 07:15:00,MACH-005,Line-B,76.29,0.605,111.66,Running,
2024-01-04 07:20:00,MACH-005,Line-C,94.44,1.636,99.39,Warning,
2024-01-04 07:25:00,MACH-005,Line-A,73.54,0.496,103.52,Running,
2024-01-04 07:30:00,MACH-005,Line-B,86.02,0.643,109.91,Running,
2024-01-04 07:35:00,MACH-003,Line-C,75.42,1.099,102.4,Running,
2024-01-04 07:40:00,MACH-004,Line-B,84.46,0.455,94.58,Running,
2024-01-04 07:45:00,MACH-005,Line-B,78.24,1.938,110.86,Fault,Vibration Spike
2024-01-04 07:50:00,MACH-005,Line-B,100.98,1.83,91.14,Idle,
2024-01-04 07:55:00,MACH-002,Line-C,73.68,0.34,107.64,Running,
2024-01-04 08:00:00,MACH-003,Line-B,97.17,0.479,99.42,Running,
2024-01-04 08:05:00,MACH-004,Line-A,77.82,1.188,91.61,Running,
2024-01-04 08:10:00,MACH-002,Line-C,84.34,0.236,108.36,Running,
2024-01-04 08:15:00,MACH-005,Line-C,99.11,1.679,90.42,Idle,
2024-01-04 08:20:00,MACH-002,Line-A,101.03,1.656,93.43,Warning,Sensor Error
2024-01-04 08:25:00,MACH-005,Line-C,93.57,1.968,93.47,Fault,Motor Fault
2024-01-04 08:30:00,MACH-005,Line-C,59.15,0.779,101.84,Running,
2024-01-04 08:35:00,MACH-002,Line-C,63.4,0.837,105.1,Running,
2024-01-04 08:40:00,MACH-001,Line-B,68.22,1.062,97.56,Running,
2024-01-04 08:45:00,MACH-004,Line-C,61.52,-0.155,108.17,Running,
2024-01-04 08:50:00,MACH-003,Line-C,75.69,0.36,106.76,Running,
2024-01-04 08:55:00,MACH-005,Line-C,87.44,0.175,91.52,Running,
2024-01-04 09:00:00,MACH-002,Line-C,72.11,0.239,95.69,Running,
2024-01-04 09:05:00,MACH-005,Line-B,86.58,1.92,109.06,Warning,
2024-01-04 09:10:00,MACH-002,Line-B,75.71,0.572,100.16,Running,
2024-01-04 09:15:00,MACH-004,Line-A,73.61,0.457,70.22,Running,
2024-01-04 09:20:00,MACH-001,Line-B,95.9,0.114,107.79,Running,
2024-01-04 09:25:00,MACH-004,Line-C,68.12,0.034,107.61,Running,
2024-01-04 09:30:00,MACH-004,Line-C,90.76,2.181,99.36,Idle,
2024-01-04 09:35:00,MACH-001,Line-A,84.27,1.264,105.61,Fault,Vibration Spike
2024-01-04 09:40:00,MACH-002,Line-C,84.66,2.098,88.73,Fault,
2024-01-04 09:45:00,MACH-001,Line-B,71.58,0.423,109.74,Running,
2024-01-04 09:50:00,MACH-003,Line-A,85.26,1.994,111.36,Warning,Low Pressure
2024-01-04 09:55:00,MACH-004,Line-A,98.24,1.341,104.79,Idle,
2024-01-04 10:00:00,MACH-002,Line-C,100.45,2.033,94.02,Fault,
2024-01-04 10:05:00,MACH-002,Line-C,96.53,1.8,115.34,Warning,Vibration Spike
2024-01-04 10:10:00,MACH-002,Line-A,94.63,1.67,96.15,Idle,
2024-01-04 10:15:00,MACH-005,Line-C,84.08,1.404,111.78,Idle,
2024-01-04 10:20:00,MACH-005,Line-C,69.34,0.703,102.53,Running,
2024-01-04 10:25:00,MACH-002,Line-C,57.47,0.628,95.39,Running,
2024-01-04 10:30:00,MACH-001,Line-A,90.0,2.278,86.76,Warning,Sensor Error
2024-01-04 10:35:00,MACH-002,Line-A,78.72,1.011,100.38,Running,
2024-01-04 10:40:00,MACH-004,Line-C,94.17,1.791,105.46,Warning,
2024-01-04 10:45:00,MACH-004,Line-A,91.04,1.42,104.84,Warning,
2024-01-04 10:50:00,MACH-002,Line-A,87.54,1.538,101.44,Fault,Sensor Error
2024-01-04 10:55:00,MACH-001,Line-A,92.74,1.702,104.55,Idle,
2024-01-04 11:00:00,MACH-005,Line-A,93.33,1.912,124.68,Fault,Sensor Error
2024-01-04 11:05:00,MACH-003,Line-B,111.11,1.454,94.36,Fault,
2024-01-04 11:10:00,MACH-005,Line-B,78.21,0.445,97.08,Running,
2024-01-04 11:15:00,MACH-001,Line-A,102.31,2.111,104.48,Warning,
2024-01-04 11:20:00,MACH-003,Line-A,65.38,0.438,95.41,Running,
2024-01-04 11:25:00,MACH-005,Line-A,84.62,2.165,98.41,Idle,
2024-01-04 11:30:00,MACH-004,Line-C,87.99,1.152,108.2,Idle,
2024-01-04 11:35:00,MACH-003,Line-B,74.43,-0.465,94.83,Running,
2024-01-04 11:40:00,MACH-002,Line-C,82.07,1.811,81.84,Fault,
2024-01-04 11:45:00,MACH-002,Line-A,95.21,1.75,106.35,Idle,
2024-01-04 11:50:00,MACH-001,Line-A,94.57,1.596,92.25,Warning,Vibration Spike
2024-01-04 11:55:00,MACH-003,Line-A,69.51,0.103,94.72,Running,
2024-01-04 12:00:00,MACH-002,Line-B,92.21,2.32,95.78,Idle,
2024-01-04 12:05:00,MACH-001,Line-C,83.89,0.392,91.59,Running,
2024-01-04 12:10:00,MACH-005,Line-B,97.59,1.629,111.36,Fault,Overheating
2024-01-04 12:15:00,MACH-004,Line-C,59.37,0.29,90.92,Running,
2024-01-04 12:20:00,MACH-004,Line-C,80.73,1.929,103.05,Fault,
2024-01-04 12:25:00,MACH-003,Line-C,93.81,1.745,99.34,Fault,
2024-01-04 12:30:00,MACH-003,Line-B,79.16,0.569,104.91,Running,
2024-01-04 12:35:00,MACH-005,Line-C,68.87,0.231,95.71,Running,
2024-01-04 12:40:00,MACH-001,Line-B,73.07,0.25,110.13,Running,
2024-01-04 12:45:00,MACH-002,Line-A,76.63,-0.203,107.3,Running,
2024-01-04 12:50:00,MACH-005,Line-A,78.52,0.759,106.54,Running,
2024-01-04 12:55:00,MACH-004,Line-A,96.25,1.997,79.33,Fault,Overheating
2024-01-04 13:00:00,MACH-002,Line-A,86.52,0.275,82.9,Running,
2024-01-04 13:05:00,MACH-001,Line-B,92.95,1.823,102.62,Fault,Low Pressure
2024-01-04 13:10:00,MACH-005,Line-A,93.56,0.518,94.82,Running,
2024-01-04 13:15:00,MACH-003,Line-C,85.08,2.208,110.29,Warning,Overheating
2024-01-04 13:20:00,MACH-003,Line-A,68.89,0.378,106.85,Running,
2024-01-04 13:25:00,MACH-003,Line-C,70.59,-0.006,96.53,Running,
2024-01-04 13:30:00,MACH-001,Line-C,78.78,0.693,113.9,Running,
2024-01-04 13:35:00,MACH-001,Line-B,76.07,0.135,96.67,Running,
2024-01-04 13:40:00,MACH-002,Line-B,98.48,1.43,104.1,Idle,
2024-01-04 13:45:00,MACH-005,Line-C,101.08,2.032,108.23,Warning,Overheating
2024-01-04 13:50:00,MACH-001,Line-C,72.47,0.585,87.85,Running,
2024-01-04 13:55:00,MACH-004,Line-C,102.85,1.588,117.04,Fault,
2024-01-04 14:00:00,MACH-005,Line-C,88.25,0.417,94.81,Running,
2024-01-04 14:05:00,MACH-004,Line-C,75.91,0.062,104.18,Running,
2024-01-04 14:10:00,MACH-004,Line-B,99.22,1.746,106.13,Warning,Motor Fault
2024-01-04 14:15:00,MACH-004,Line-B,71.23,0.362,85.94,Running,
2024-01-04 14:20:00,MACH-004,Line-B,98.59,1.859,80.84,Warning,Overheating
2024-01-04 14:25:00,MACH-003,Line-C,97.07,1.897,103.35,Fault,
2024-01-04 14:30:00,MACH-001,Line-C,72.12,0.46,96.42,Running,
2024-01-04 14:35:00,MACH-004,Line-B,83.42,0.226,91.32,Running,
2024-01-04 14:40:00,MACH-004,Line-B,67.08,0.963,85.27,Running,
2024-01-04 14:45:00,MACH-005,Line-C,67.42,0.288,97.97,Running,
2024-01-04 14:50:00,MACH-001,Line-B,104.48,1.635,86.65,Idle,
2024-01-04 14:55:00,MACH-003,Line-B,95.9,1.882,94.4,Fault,Vibration Spike
2024-01-04 15:00:00,MACH-001,Line-C,90.75,1.429,103.79,Fault,Vibration Spike
2024-01-04 15:05:00,MACH-001,Line-C,68.55,0.533,105.36,Running,
2024-01-04 15:10:00,MACH-001,Line-B,70.33,0.221,96.43,Running,
2024-01-04 15:15:00,MACH-002,Line-C,85.69,0.391,92.07,Running,
2024-01-04 15:20:00,MACH-003,Line-A,105.56,1.776,90.86,Warning,
2024-01-04 15:25:00,MACH-003,Line-A,68.84,0.242,109.24,Running,
2024-01-04 15:30:00,MACH-001,Line-A,74.36,1.493,106.28,Idle,
2024-01-04 15:35:00,MACH-002,Line-B,99.14,1.593,105.4,Warning,
2024-01-04 15:40:00,MACH-004,Line-B,83.68,1.676,93.62,Warning,
2024-01-04 15:45:00,MACH-003,Line-A,95.81,1.654,119.71,Warning,Low Pressure
2024-01-04 15:50:00,MACH-002,Line-B,76.28,0.523,97.93,Running,
2024-01-04 15:55:00,MACH-002,Line-B,65.91,0.854,113.75,Running,
2024-01-04 16:00:00,MACH-005,Line-B,99.08,2.124,89.64,Warning,
2024-01-04 16:05:00,MACH-002,Line-B,72.19,0.467,100.56,Running,
2024-01-04 16:10:00,MACH-002,Line-A,86.77,1.797,90.84,Idle,
2024-01-04 16:15:00,MACH-005,Line-C,92.81,2.061,107.48,Warning,
2024-01-04 16:20:00,MACH-001,Line-B,73.79,0.136,110.57,Running,
2024-01-04 16:25:00,MACH-004,Line-A,84.69,1.393,97.99,Fault,Vibration Spike
2024-01-04 16:30:00,MACH-004,Line-C,93.94,1.039,112.5,Idle,
2024-01-04 16:35:00,MACH-003,Line-A,100.34,2.105,92.95,Fault,Overheating
2024-01-04 16:40:00,MACH-004,Line-B,103.68,1.582,95.43,Warning,
2024-01-04 16:45:00,MACH-003,Line-C,81.51,1.162,104.98,Running,
2024-01-04 16:50:00,MACH-003,Line-C,96.36,1.573,90.96,Idle,
2024-01-04 16:55:00,MACH-001,Line-C,87.37,2.345,98.9,Idle,
2024-01-04 17:00:00,MACH-001,Line-B,70.85,0.515,115.5,Running,
2024-01-04 17:05:00,MACH-002,Line-C,101.5,1.764,107.61,Fault,Sensor Error
2024-01-04 17:10:00,MACH-001,Line-A,106.08,1.537,94.81,Fault,Low Pressure
2024-01-04 17:15:00,MACH-003,Line-C,88.53,1.816,106.29,Idle,
2024-01-04 17:20:00,MACH-001,Line-B,95.82,0.422,84.68,Running,
2024-01-04 17:25:00,MACH-004,Line-A,86.61,1.543,86.38,Warning,Motor Fault
2024-01-04 17:30:00,MACH-002,Line-B,100.91,1.879,101.39,Fault,
2024-01-04 17:35:00,MACH-004,Line-C,92.62,1.078,103.62,Warning,Sensor Error
2024-01-04 17:40:00,MACH-002,Line-B,90.58,1.827,101.06,Warning,
2024-01-04 17:45:00,MACH-004,Line-A,94.1,1.652,111.26,Idle,
2024-01-04 17:50:00,MACH-001,Line-B,103.19,1.713,117.21,Fault,
2024-01-04 17:55:00,MACH-003,Line-C,67.21,0.574,92.73,Running,
2024-01-04 18:00:00,MACH-004,Line-C,93.95,1.402,103.08,Warning,Motor Fault
2024-01-04 18:05:00,MACH-002,Line-A,81.83,0.071,95.59,Running,
